gName,gpID,NomCircuit,gDate,gLaps,gRank,url_GP
São Paulo Grand Prix,1146,Autódromo José Carlos Pace,2025-11-09 00:00:00,62,21,https://en.wikipedia.org/wiki/2025_S%C3%A3o_Paulo_Grand_Prix
Las Vegas Grand Prix,1147,Las Vegas Strip Street Circuit,2025-11-23 00:00:00,50,22,https://en.wikipedia.org/wiki/2025_Las_Vegas_Grand_Prix
Qatar Grand Prix,1148,Losail International Circuit,2025-11-30 00:00:00,50,23,https://en.wikipedia.org/wiki/2025_Qatar_Grand_Prix
Abu Dhabi Grand Prix,1149,Yas Marina Circuit,2025-12-07 00:00:00,50,24,https://en.wikipedia.org/wiki/2025_Abu_Dhabi_Grand_Prix
Australian Grand Prix,1150,Albert Park Grand Prix Circuit,2026-03-08 00:00:00,58,1,https://en.wikipedia.org/wiki/2026_Australian_Grand_Prix
Chinese Grand Prix,1151,Shanghai International Circuit,2026-03-15 00:00:00,58,2,https://en.wikipedia.org/wiki/2026_Chinese_Grand_Prix
Japanese Grand Prix,1152,Suzuka Circuit,2026-03-29 00:00:00,58,3,https://en.wikipedia.org/wiki/2026_Japanese_Grand_Prix
Bahrain Grand Prix,1153,Bahrain International Circuit,2026-04-12 00:00:00,58,4,https://en.wikipedia.org/wiki/2026_Bahrain_Grand_Prix
Saudi Arabian Grand Prix,1154,Jeddah Corniche Circuit,2026-04-19 00:00:00,58,5,https://en.wikipedia.org/wiki/2026_Saudi_Arabian_Grand_Prix
Miami Grand Prix,1155,Miami International Autodrome,2026-05-03 00:00:00,58,6,https://en.wikipedia.org/wiki/2026_Miami_Grand_Prix
Canadian Grand Prix,1156,Circuit Gilles Villeneuve,2026-05-24 00:00:00,,7,https://en.wikipedia.org/wiki/2026_Canadian_Grand_Prix
Monaco Grand Prix,1157,Circuit de Monaco,2026-06-07 00:00:00,,8,https://en.wikipedia.org/wiki/2026_Monaco_Grand_Prix
Barcelona Grand Prix,1158,Circuit de Barcelona-Catalunya,2026-06-14 00:00:00,,9,https://en.wikipedia.org/wiki/2026_Barcelona-Catalunya
Austrian Grand Prix,1159,Red Bull Ring,2026-06-28 00:00:00,,10,https://en.wikipedia.org/wiki/2026_Austrian_Grand_Prix
British Grand Prix,1160,Silverstone Circuit,2026-07-05 00:00:00,,11,https://en.wikipedia.org/wiki/2026_British_Grand_Prix
Belgian Grand Prix,1161,Circuit de Spa-Francorchamps,2026-07-19 00:00:00,,12,https://en.wikipedia.org/wiki/2026_Belgian_Grand_Prix
Hungarian Grand Prix,1162,Hungaroring,2026-07-26 00:00:00,,13,https://en.wikipedia.org/wiki/2026_Hungarian_Grand_Prix
Dutch Grand Prix,1163,Circuit Park Zandvoort,2026-08-23 00:00:00,,14,https://en.wikipedia.org/wiki/2026_Dutch_Grand_Prix
Italian Grand Prix,1164,Autodromo Nazionale di Monza,2026-09-06 00:00:00,,15,https://en.wikipedia.org/wiki/2026_Italian_Grand_Prix
Spanish Grand Prix,1165,Madring,2026-09-13 00:00:00,,16,https://en.wikipedia.org/wiki/2026_Spanish_Grand_Prix
Azerbaijan Grand Prix,1166,Baku City Circuit,2026-09-26 00:00:00,,17,https://en.wikipedia.org/wiki/2026_Azerbaijan_Grand_Prix
Singapore Grand Prix,1167,Marina Bay Street Circuit,2026-10-11 00:00:00,,18,https://en.wikipedia.org/wiki/2026_Singapore_Grand_Prix
United States Grand Prix,1168,Circuit of the Americas,2026-10-25 00:00:00,,19,https://en.wikipedia.org/wiki/2026_United_States_Grand_Prix
Mexico City Grand Prix,1169,Autódromo Hermanos Rodríguez,2026-11-01 00:00:00,,20,https://en.wikipedia.org/wiki/2026_Mexico_City_Grand_Prix
Brazilian Grand Prix,1170,Autódromo José Carlos Pace,2026-11-08 00:00:00,,21,https://en.wikipedia.org/wiki/2026_Brazilian_Grand_Prix
Las Vegas Grand Prix,1171,Las Vegas Strip Street Circuit,2026-11-22 00:00:00,,22,https://en.wikipedia.org/wiki/2026_Las_Vegas_Grand_Prix
Qatar Grand Prix,1172,Losail International Circuit,2026-11-29 00:00:00,,23,https://en.wikipedia.org/wiki/2026_Qatar_Grand_Prix
Abu Dhabi Grand Prix,1173,Yas Marina Circuit,2026-12-06 00:00:00,,24,https://en.wikipedia.org/wiki/2026_Abu_Dhabi_Grand_Prix
